"","X","filename","sentence","index","date","url","filepath","candidate","shared_article"
"1",1,"america_is_always_disappointing_her_michelle_obama_trashed_for_racist_last_ditch_kamala_pitch.txt","",1,"2024-10-27","https://www.dailywire.com/news/america-is-always-disappointing-her-michelle-obama-trashed-for-racist-last-ditch-kamala-pitch","./kamala_extracted_text/america_is_always_disappointing_her_michelle_obama_trashed_for_racist_last_ditch_kamala_pitch.txt","harris",FALSE
"2",38,"ben_shapiro_breaks_down_kamala_harris_fox_news_interview_full_scale_disaster.txt","",2,"2024-10-16","https://www.dailywire.com/news/ben-shapiro-breaks-down-kamala-harris-fox-news-interview-full-scale-disaster","./kamala_extracted_text/ben_shapiro_breaks_down_kamala_harris_fox_news_interview_full_scale_disaster.txt","harris",FALSE
"3",62,"biden_harris_admin_altered_transcript_of_bidens_garbage_insult_could_have_broken_law.txt","",3,"2024-10-31","https://www.dailywire.com/news/biden-harris-admin-altered-transcript-of-bidens-garbage-insult-could-have-broken-law","./kamala_extracted_text/biden_harris_admin_altered_transcript_of_bidens_garbage_insult_could_have_broken_law.txt","harris",FALSE
"4",86,"biden_harris_admins_illegal_immigration_numbers_are_25_higher_than_reported_study.txt","",4,"2024-10-29","https://www.dailywire.com/news/biden-harris-admins-illegal-immigration-numbers-are-25-higher-than-reported-study","./kamala_extracted_text/biden_harris_admins_illegal_immigration_numbers_are_25_higher_than_reported_study.txt","harris",FALSE
"5",111,"biden_harris_judge_orders_virginia_to_put_non_citizens_back_on_voter_rolls.txt","",5,"2024-10-25","https://www.dailywire.com/news/biden-harris-judge-orders-virginia-to-put-non-citizens-back-on-voter-rolls","./kamala_extracted_text/biden_harris_judge_orders_virginia_to_put_non_citizens_back_on_voter_rolls.txt","harris",FALSE
"6",134,"biden_kamala_granting_quiet_amnesty_to_huge_number_of_illegals_report.txt","",6,"2024-10-24","https://www.dailywire.com/news/biden-kamala-granting-quiet-amnesty-to-huge-number-of-illegals-report","./kamala_extracted_text/biden_kamala_granting_quiet_amnesty_to_huge_number_of_illegals_report.txt","harris",FALSE
"7",157,"biden_on_vacation_kamala_with_beyonce_despite_israels_advance_notice_of_iran_strikes.txt","",7,"2024-10-25","https://www.dailywire.com/news/biden-on-vacation-kamala-with-beyonce-despite-israels-advance-notice-of-iran-strikes","./kamala_extracted_text/biden_on_vacation_kamala_with_beyonce_despite_israels_advance_notice_of_iran_strikes.txt","harris",FALSE
"8",189,"charles_payne_shreds_democrats_kamala_for_erasing_black_men.txt","",8,"2024-10-16","https://www.dailywire.com/news/charles-payne-shreds-democrats-kamala-for-erasing-black-men","./kamala_extracted_text/charles_payne_shreds_democrats_kamala_for_erasing_black_men.txt","harris",FALSE
"9",213,"cnn_commentator_rips_kamala_after_town_hall_a_duck_billed_platitude.txt","",9,"2024-10-25","https://www.dailywire.com/news/cnn-commentator-rips-kamala-after-town-hall-a-duck-billed-platitude","./kamala_extracted_text/cnn_commentator_rips_kamala_after_town_hall_a_duck_billed_platitude.txt","harris",FALSE
"10",235,"cnn_contributor_white_folks_must_vote_for_kamala_to_save_democracy.txt","",10,"2024-10-22","https://www.dailywire.com/news/cnn-contributor-white-folks-must-vote-for-kamala-to-save-democracy","./kamala_extracted_text/cnn_contributor_white_folks_must_vote_for_kamala_to_save_democracy.txt","harris",FALSE
"11",257,"cnn_panel_explodes_over_suggestion_kamala_was_chosen_by_dem_party_elites.txt","",11,"2024-10-25","https://www.dailywire.com/news/cnn-panel-explodes-over-suggestion-kamala-was-chosen-by-dem-party-elites","./kamala_extracted_text/cnn_panel_explodes_over_suggestion_kamala_was_chosen_by_dem_party_elites.txt","harris",FALSE
"12",286,"could_be_something_very_wrong_with_her_trump_calls_on_kamala_to_take_cognitive_test.txt","",12,"2024-10-14","https://www.dailywire.com/news/could-be-something-very-wrong-with-her-trump-calls-on-kamala-to-take-cognitive-test","./kamala_extracted_text/could_be_something_very_wrong_with_her_trump_calls_on_kamala_to_take_cognitive_test.txt","harris",TRUE
"13",305,"crime_in_philadelphia_isnt_going_anywhere_in_kamala_harris_america.txt","",13,"2024-10-31","https://www.dailywire.com/news/crime-in-philadelphia-isnt-going-anywhere-in-kamala-harris-america","./kamala_extracted_text/crime_in_philadelphia_isnt_going_anywhere_in_kamala_harris_america.txt","harris",FALSE
"14",337,"defend_our_country_imprisoned_pro_life_activists_urge_americans_to_vote_against_kamala.txt","",14,"2024-10-31","https://www.dailywire.com/news/defend-our-country-imprisoned-pro-life-activists-urge-americans-to-vote-against-kamala","./kamala_extracted_text/defend_our_country_imprisoned_pro_life_activists_urge_americans_to_vote_against_kamala.txt","harris",TRUE
"15",384,"every_21st_century_democratic_presidential_nominee_supports_restricting_free_speech.txt","",15,"2024-10-23","https://www.dailywire.com/news/every-21st-century-democratic-presidential-nominee-supports-restricting-free-speech","./kamala_extracted_text/every_21st_century_democratic_presidential_nominee_supports_restricting_free_speech.txt","harris",TRUE
"16",416,"exclusive_seven_undecided_pennsylvania_voters_say_whats_driving_their_decision.txt","",16,"2024-11-01","https://www.dailywire.com/news/exclusive-seven-undecided-pennsylvania-voters-say-whats-driving-their-decision","./kamala_extracted_text/exclusive_seven_undecided_pennsylvania_voters_say_whats_driving_their_decision.txt","harris",TRUE
"17",453,"fcc_commissioner_kamalas_snl_appearance_a_blatant_effort_to_evade_equal_time_rule.txt","",17,"2024-11-03","https://www.dailywire.com/news/fcc-commissioner-kamalas-snl-appearance-a-blatant-effort-to-evade-equal-time-rule","./kamala_extracted_text/fcc_commissioner_kamalas_snl_appearance_a_blatant_effort_to_evade_equal_time_rule.txt","harris",FALSE
"18",484,"fing_disgrace_trump_campaign_fumes_at_despicable_and_racist_kamala_ad.txt","",18,"2024-10-26","https://www.dailywire.com/news/fing-disgrace-trump-campaign-fumes-at-despicable-and-racist-kamala-ad","./kamala_extracted_text/fing_disgrace_trump_campaign_fumes_at_despicable_and_racist_kamala_ad.txt","harris",FALSE
"19",530,"harmeet_dhillon_shreds_kamalas_record_as_da.txt","",19,"2024-10-16","https://www.dailywire.com/news/harmeet-dhillon-shreds-kamalas-record-as-da","./kamala_extracted_text/harmeet_dhillon_shreds_kamalas_record_as_da.txt","harris",FALSE
"20",574,"harris_should_be_impeached.txt","",20,"2024-10-16","https://www.dailywire.com/news/harris-should-be-impeached","./kamala_extracted_text/harris_should_be_impeached.txt","harris",FALSE
"21",629,"here_are_the_things_kamala_has_supported_in_the_past_but_wont_say_if_she_supports_now.txt","",21,"2024-11-04","https://www.dailywire.com/news/here-are-the-things-kamala-has-supported-in-the-past-but-wont-say-if-she-supports-now","./kamala_extracted_text/here_are_the_things_kamala_has_supported_in_the_past_but_wont_say_if_she_supports_now.txt","harris",FALSE
"22",649,"heres_what_kamala_was_saying_about_gaza_as_sinwar_cited_white_house_pressure_to_reject_hostage_deal.txt","",22,"2024-10-22","https://www.dailywire.com/news/heres-what-kamala-was-saying-about-gaza-as-sinwar-cited-white-house-pressure-to-reject-hostage-deal","./kamala_extracted_text/heres_what_kamala_was_saying_about_gaza_as_sinwar_cited_white_house_pressure_to_reject_hostage_deal.txt","harris",FALSE
"23",677,"heres_where_trump_and_kamala_will_spend_their_final_campaign_day.txt","",23,"2024-11-04","https://www.dailywire.com/news/heres-where-trump-and-kamala-will-spend-their-final-campaign-day","./kamala_extracted_text/heres_where_trump_and_kamala_will_spend_their_final_campaign_day.txt","harris",TRUE
"24",700,"how_does_one_vote_for_someone_this_dishonest_after_sinwars_death_kamala_blasted_for_bragging.txt","",24,"2024-10-18","https://www.dailywire.com/news/how-does-one-vote-for-someone-this-dishonest-after-sinwars-death-kamala-blasted-for-bragging","./kamala_extracted_text/how_does_one_vote_for_someone_this_dishonest_after_sinwars_death_kamala_blasted_for_bragging.txt","harris",FALSE
"25",743,"how_the_kamala_camp_is_reportedly_manipulating_the_internet_to_fake_support_and_spread_lies.txt","",25,"2024-11-02","https://www.dailywire.com/news/how-the-kamala-camp-is-reportedly-manipulating-the-internet-to-fake-support-and-spread-lies","./kamala_extracted_text/how_the_kamala_camp_is_reportedly_manipulating_the_internet_to_fake_support_and_spread_lies.txt","harris",FALSE
"26",773,"jake_tapper_fact_checks_kamalas_lie_about_trumps_protect_women_remark.txt","",26,"2024-11-01","https://www.dailywire.com/news/jake-tapper-fact-checks-kamalas-lie-about-trumps-protect-women-remark","./kamala_extracted_text/jake_tapper_fact_checks_kamalas_lie_about_trumps_protect_women_remark.txt","harris",FALSE
"27",794,"joe_rogan_reveals_kamalas_demands_to_do_jre_podcast_rogan_doesnt_agree.txt","",27,"2024-10-29","https://www.dailywire.com/news/joe-rogan-reveals-kamalas-demands-to-do-jre-podcast-rogan-doesnt-agree","./kamala_extracted_text/joe_rogan_reveals_kamalas_demands_to_do_jre_podcast_rogan_doesnt_agree.txt","harris",FALSE
"28",821,"kamala_calls_trump_a_petty_tyrant_in_closing_speech_as_far_left_protests_rage.txt","",28,"2024-10-30","https://www.dailywire.com/news/kamala-calls-trump-a-petty-tyrant-in-closing-speech-as-far-left-protests-rage","./kamala_extracted_text/kamala_calls_trump_a_petty_tyrant_in_closing_speech_as_far_left_protests_rage.txt","harris",FALSE
"29",855,"kamala_campaign_implosion.txt","",29,"2024-10-14","https://www.dailywire.com/news/kamala-campaign-implosion","./kamala_extracted_text/kamala_campaign_implosion.txt","harris",FALSE
"30",885,"kamala_campaign_official_in_pennsylvania_spends_his_weekends_as_erotica_the_drag_queen.txt","",30,"2024-10-23","https://www.dailywire.com/news/kamala-campaign-official-in-pennsylvania-spends-his-weekends-as-erotica-the-drag-queen","./kamala_extracted_text/kamala_campaign_official_in_pennsylvania_spends_his_weekends_as_erotica_the_drag_queen.txt","harris",FALSE
"31",914,"kamala_campaign_quietly_concedes_plan_for_black_men_is_actually_not_limited_by_race.txt","",31,"2024-10-16","https://www.dailywire.com/news/kamala-campaign-quietly-concedes-plan-for-black-men-is-actually-not-limited-by-race","./kamala_extracted_text/kamala_campaign_quietly_concedes_plan_for_black_men_is_actually_not_limited_by_race.txt","harris",FALSE
"32",945,"kamala_camp_scrambles_to_navigate_cracks_in_the_blue_wall.txt","",32,"2024-10-22","https://www.dailywire.com/news/kamala-camp-scrambles-to-navigate-cracks-in-the-blue-wall","./kamala_extracted_text/kamala_camp_scrambles_to_navigate_cracks_in_the_blue_wall.txt","harris",FALSE
"33",977,"kamala_claims_highlighting_her_exact_words_is_disinformation.txt","",33,"2024-10-29","https://www.dailywire.com/news/kamala-claims-highlighting-her-exact-words-is-disinformation","./kamala_extracted_text/kamala_claims_highlighting_her_exact_words_is_disinformation.txt","harris",FALSE
"34",1002,"kamala_claims_inflation_crisis_she_sparked_is_not_a_partisan_issue.txt","",34,"2024-10-28","https://www.dailywire.com/news/kamala-claims-inflation-crisis-she-sparked-is-not-a-partisan-issue","./kamala_extracted_text/kamala_claims_inflation_crisis_she_sparked_is_not_a_partisan_issue.txt","harris",FALSE
"35",1025,"kamala_crowd_goes_silent_at_rally_in_viral_clip.txt","",35,"2024-10-29","https://www.dailywire.com/news/kamala-crowd-goes-silent-at-rally-in-viral-clip","./kamala_extracted_text/kamala_crowd_goes_silent_at_rally_in_viral_clip.txt","harris",FALSE
"36",1058,"kamala_disappointed_numerous_major_newspapers_did_not_endorse_her.txt","",36,"2024-10-29","https://www.dailywire.com/news/kamala-disappointed-numerous-major-newspapers-did-not-endorse-her","./kamala_extracted_text/kamala_disappointed_numerous_major_newspapers_did_not_endorse_her.txt","harris",FALSE
"37",1082,"kamala_evades_question_about_supporting_trans_rights.txt","",37,"2024-10-22","https://www.dailywire.com/news/kamala-evades-question-about-supporting-trans-rights","./kamala_extracted_text/kamala_evades_question_about_supporting_trans_rights.txt","harris",FALSE
"38",1113,"kamala_harris_fumes_when_confronted_over_covering_up_bidens_cognitive_decline.txt","",38,"2024-10-16","https://www.dailywire.com/news/kamala-harris-fumes-when-confronted-over-covering-up-bidens-cognitive-decline","./kamala_extracted_text/kamala_harris_fumes_when_confronted_over_covering_up_bidens_cognitive_decline.txt","harris",FALSE
"39",1140,"kamala_harris_plagiarist.txt","",39,"2024-10-15","https://www.dailywire.com/news/kamala-harris-plagiarist","./kamala_extracted_text/kamala_harris_plagiarist.txt","harris",FALSE
"40",1176,"kamala_harris_plagiarized_sections_of_2009_book_report.txt","",40,"2024-10-14","https://www.dailywire.com/news/kamala-harris-plagiarized-sections-of-2009-book-report","./kamala_extracted_text/kamala_harris_plagiarized_sections_of_2009_book_report.txt","harris",FALSE
"41",1200,"kamala_harris_unserious_campaign.txt","",41,"2024-10-22","https://www.dailywire.com/news/kamala-harris-unserious-campaign","./kamala_extracted_text/kamala_harris_unserious_campaign.txt","harris",FALSE
"42",1231,"kamala_has_ties_to_iran_praising_hezbollah_supporting_imam.txt","",42,"2024-10-14","https://www.dailywire.com/news/kamala-has-ties-to-iran-praising-hezbollah-supporting-imam","./kamala_extracted_text/kamala_has_ties_to_iran_praising_hezbollah_supporting_imam.txt","harris",FALSE
"43",1252,"kamala_mocks_trump_for_stopping_town_hall_after_2_attendees_have_medical_emergencies.txt","",43,"2024-10-15","https://www.dailywire.com/news/kamala-mocks-trump-for-stopping-town-hall-after-2-attendees-have-medical-emergencies","./kamala_extracted_text/kamala_mocks_trump_for_stopping_town_hall_after_2_attendees_have_medical_emergencies.txt","harris",FALSE
"44",1285,"kamala_once_threatened_to_jail_oil_executives_they_need_to_pay_the_price.txt","",44,"2024-10-16","https://www.dailywire.com/news/kamala-once-threatened-to-jail-oil-executives-they-need-to-pay-the-price","./kamala_extracted_text/kamala_once_threatened_to_jail_oil_executives_they_need_to_pay_the_price.txt","harris",FALSE
"45",1317,"kamala_on_why_she_cant_say_what_shed_do_differently_than_biden_vps_not_critical_of_their_presidents.txt","",45,"2024-10-18","https://www.dailywire.com/news/kamala-on-why-she-cant-say-what-shed-do-differently-than-biden-vps-not-critical-of-their-presidents","./kamala_extracted_text/kamala_on_why_she_cant_say_what_shed_do_differently_than_biden_vps_not_critical_of_their_presidents.txt","harris",FALSE
"46",1344,"kamala_refuses_to_say_how_she_voted_on_crime_fighting_measure_in_california.txt","",46,"2024-11-03","https://www.dailywire.com/news/kamala-refuses-to-say-how-she-voted-on-crime-fighting-measure-in-california","./kamala_extracted_text/kamala_refuses_to_say_how_she_voted_on_crime_fighting_measure_in_california.txt","harris",FALSE
"47",1371,"kamala_ripped_for_agreeing_with_far_left_protester_about_genocide_in_gaza.txt","",47,"2024-10-20","https://www.dailywire.com/news/kamala-ripped-for-agreeing-with-far-left-protester-about-genocide-in-gaza","./kamala_extracted_text/kamala_ripped_for_agreeing_with_far_left_protester_about_genocide_in_gaza.txt","harris",FALSE
"48",1401,"kamala_running_pro_palestinian_ads_in_michigan_pro_israel_ads_in_pennsylvania.txt","",48,"2024-11-04","https://www.dailywire.com/news/kamala-running-pro-palestinian-ads-in-michigan-pro-israel-ads-in-pennsylvania","./kamala_extracted_text/kamala_running_pro_palestinian_ads_in_michigan_pro_israel_ads_in_pennsylvania.txt","harris",FALSE
"49",1427,"kamala_says_shell_enforce_border_laws_her_admin_gave_1_2_million_to_group_that_wants_to_end_them.txt","",49,"2024-10-22","https://www.dailywire.com/news/kamala-says-shell-enforce-border-laws-her-admin-gave-1-2-million-to-group-that-wants-to-end-them","./kamala_extracted_text/kamala_says_shell_enforce_border_laws_her_admin_gave_1_2_million_to_group_that_wants_to_end_them.txt","harris",FALSE
"50",1455,"kamalas_campaign_is_flawless_media_to_blame_for_not_fawning_enough_sunny_hostin.txt","",50,"2024-10-14","https://www.dailywire.com/news/kamalas-campaign-is-flawless-media-to-blame-for-not-fawning-enough-sunny-hostin","./kamala_extracted_text/kamalas_campaign_is_flawless_media_to_blame_for_not_fawning_enough_sunny_hostin.txt","harris",FALSE
"51",1479,"kamalas_campaign_outraised_team_trump_3_to_1_in_september.txt","",51,"2024-10-21","https://www.dailywire.com/news/kamalas-campaign-outraised-team-trump-3-to-1-in-september","./kamala_extracted_text/kamalas_campaign_outraised_team_trump_3_to_1_in_september.txt","harris",TRUE
"52",1498,"kamalas_desperate_final_plea_vote_for_me_or_youre_sexist.txt","",52,"2024-10-23","https://www.dailywire.com/news/kamalas-desperate-final-plea-vote-for-me-or-youre-sexist","./kamala_extracted_text/kamalas_desperate_final_plea_vote_for_me_or_youre_sexist.txt","harris",FALSE
"53",1546,"kamala_set_for_surprise_appearance_on_saturday_night_live.txt","",53,"2024-11-02","https://www.dailywire.com/news/kamala-set-for-surprise-appearance-on-saturday-night-live","./kamala_extracted_text/kamala_set_for_surprise_appearance_on_saturday_night_live.txt","harris",FALSE
"54",1569,"kamala_signals_shes_open_to_spending_trillions_on_racial_reparations.txt","",54,"2024-10-15","https://www.dailywire.com/news/kamala-signals-shes-open-to-spending-trillions-on-racial-reparations","./kamala_extracted_text/kamala_signals_shes_open_to_spending_trillions_on_racial_reparations.txt","harris",FALSE
"55",1597,"kamalas_pathetic_plan_to_bribe_black_voters_with_reparations_and_marijuana.txt","",55,"2024-10-16","https://www.dailywire.com/news/kamalas-pathetic-plan-to-bribe-black-voters-with-reparations-and-marijuana","./kamala_extracted_text/kamalas_pathetic_plan_to_bribe_black_voters_with_reparations_and_marijuana.txt","harris",FALSE
"56",1655,"kamalas_staged_hurricane_call_to_florida_mayor_was_edited_to_remove_self_praise_report.txt","",56,"2024-10-18","https://www.dailywire.com/news/kamalas-staged-hurricane-call-to-florida-mayor-was-edited-to-remove-self-praise-report","./kamala_extracted_text/kamalas_staged_hurricane_call_to_florida_mayor_was_edited_to_remove_self_praise_report.txt","harris",FALSE
"57",1682,"kamalas_wins_viral_source_of_pro_kamala_misinformation_was_launched_by_biden_admin_employee.txt","",57,"2024-10-15","https://www.dailywire.com/news/kamalas-wins-viral-source-of-pro-kamala-misinformation-was-launched-by-biden-admin-employee","./kamala_extracted_text/kamalas_wins_viral_source_of_pro_kamala_misinformation_was_launched_by_biden_admin_employee.txt","harris",FALSE
"58",1718,"kamala_town_hall_attendees_barred_from_asking_questions_all_pre_determined.txt","",58,"2024-10-22","https://www.dailywire.com/news/kamala-town-hall-attendees-barred-from-asking-questions-all-pre-determined","./kamala_extracted_text/kamala_town_hall_attendees_barred_from_asking_questions_all_pre_determined.txt","harris",FALSE
"59",1750,"kamala_voter_made_really_important_point_that_trump_may_put_minorities_in_camps.txt","",59,"2024-10-15","https://www.dailywire.com/news/kamala-voter-made-really-important-point-that-trump-may-put-minorities-in-camps","./kamala_extracted_text/kamala_voter_made_really_important_point_that_trump_may_put_minorities_in_camps.txt","harris",FALSE
"60",1774,"kamala_was_the_chief_cheerleader_cnn_pundit_torches_veep_for_her_role_in_biden_cover_up.txt","",60,"2024-10-15","https://www.dailywire.com/news/kamala-was-the-chief-cheerleader-cnn-pundit-torches-veep-for-her-role-in-biden-cover-up","./kamala_extracted_text/kamala_was_the_chief_cheerleader_cnn_pundit_torches_veep_for_her_role_in_biden_cover_up.txt","harris",FALSE
"61",1798,"liberals_are_exploiting_this_loophole_to_flood_swing_states_with_dark_money.txt","",61,"2024-10-21","https://www.dailywire.com/news/liberals-are-exploiting-this-loophole-to-flood-swing-states-with-dark-money","./kamala_extracted_text/liberals_are_exploiting_this_loophole_to_flood_swing_states_with_dark_money.txt","harris",FALSE
"62",1826,"liberal_super_pac_warns_kamala_calling_trump_a_fascist_isnt_persuasive.txt","",62,"2024-10-29","https://www.dailywire.com/news/liberal-super-pac-warns-kamala-calling-trump-a-fascist-isnt-persuasive","./kamala_extracted_text/liberal_super_pac_warns_kamala_calling_trump_a_fascist_isnt_persuasive.txt","harris",FALSE
"63",1846,"los_angeles_times_snubs_kamala_wont_endorse_in_2024_white_house_race.txt","",63,"2024-10-22","https://www.dailywire.com/news/los-angeles-times-snubs-kamala-wont-endorse-in-2024-white-house-race","./kamala_extracted_text/los_angeles_times_snubs_kamala_wont_endorse_in_2024_white_house_race.txt","harris",FALSE
"64",1867,"majority_of_americans_say_kamala_harris_hasnt_clearly_explained_immigration_stance.txt","",64,"2024-10-14","https://www.dailywire.com/news/majority-of-americans-say-kamala-harris-hasnt-clearly-explained-immigration-stance","./kamala_extracted_text/majority_of_americans_say_kamala_harris_hasnt_clearly_explained_immigration_stance.txt","harris",FALSE
"65",1885,"msnbc_anchor_shocked_by_brutal_responses_from_black_voters_in_philadelphia_about_kamala.txt","",65,"2024-10-24","https://www.dailywire.com/news/msnbc-anchor-shocked-by-brutal-responses-from-black-voters-in-philadelphia-about-kamala","./kamala_extracted_text/msnbc_anchor_shocked_by_brutal_responses_from_black_voters_in_philadelphia_about_kamala.txt","harris",FALSE
"66",1912,"my_completely_unprejudiced_rundown_on_why_kamala_harris_sucks.txt","",66,"2024-10-25","https://www.dailywire.com/news/my-completely-unprejudiced-rundown-on-why-kamala-harris-sucks","./kamala_extracted_text/my_completely_unprejudiced_rundown_on_why_kamala_harris_sucks.txt","harris",FALSE
"67",1937,"new_york_times_ignored_examples_of_kamalas_plagiarism_withheld_them_from_cited_expert.txt","",67,"2024-10-15","https://www.dailywire.com/news/new-york-times-ignored-examples-of-kamalas-plagiarism-withheld-them-from-cited-expert","./kamala_extracted_text/new_york_times_ignored_examples_of_kamalas_plagiarism_withheld_them_from_cited_expert.txt","harris",FALSE
"68",1976,"non_citizen_illegal_alien_voting_could_deliver_key_swing_states_to_harris_study_finds.txt","",68,"2024-10-23","https://www.dailywire.com/news/non-citizen-illegal-alien-voting-could-deliver-key-swing-states-to-harris-study-finds","./kamala_extracted_text/non_citizen_illegal_alien_voting_could_deliver_key_swing_states_to_harris_study_finds.txt","harris",FALSE
"69",2003,"not_encouraging_nyt_warns_kamala_in_trouble_as_poll_finds_her_tied_with_trump_topStoryPosition_1.txt","",69,"2024-10-25","https://www.dailywire.com/news/not-encouraging-nyt-warns-kamala-in-trouble-as-poll-finds-her-tied-with-trump?topStoryPosition=1","./kamala_extracted_text/not_encouraging_nyt_warns_kamala_in_trouble_as_poll_finds_her_tied_with_trump_topStoryPosition_1.txt","harris",FALSE
"70",2024,"publisher_in_damage_control_mode_after_report_detailing_kamalas_alleged_plagiarism.txt","",70,"2024-10-14","https://www.dailywire.com/news/publisher-in-damage-control-mode-after-report-detailing-kamalas-alleged-plagiarism","./kamala_extracted_text/publisher_in_damage_control_mode_after_report_detailing_kamalas_alleged_plagiarism.txt","harris",FALSE
"71",2065,"race_to_the_middle_which_candidate_resonates_more_with_middle_america.txt","",71,"2024-10-26","https://www.dailywire.com/news/race-to-the-middle-which-candidate-resonates-more-with-middle-america","./kamala_extracted_text/race_to_the_middle_which_candidate_resonates_more_with_middle_america.txt","harris",TRUE
"72",2102,"religious_freedom_defenders_tear_into_kamala_for_denying_religious_exemptions_to_abortions.txt","",72,"2024-10-23","https://www.dailywire.com/news/religious-freedom-defenders-tear-into-kamala-for-denying-religious-exemptions-to-abortions","./kamala_extracted_text/religious_freedom_defenders_tear_into_kamala_for_denying_religious_exemptions_to_abortions.txt","harris",FALSE
"73",2132,"shiny_kamala_mocked_over_appearance_at_semiconductor_factory.txt","",73,"2024-10-29","https://www.dailywire.com/news/shiny-kamala-mocked-over-appearance-at-semiconductor-factory","./kamala_extracted_text/shiny_kamala_mocked_over_appearance_at_semiconductor_factory.txt","harris",FALSE
"74",2181,"spin_cycle_kamala_surrogates_explain_away_her_man_problem.txt","",74,"2024-10-14","https://www.dailywire.com/news/spin-cycle-kamala-surrogates-explain-away-her-man-problem","./kamala_extracted_text/spin_cycle_kamala_surrogates_explain_away_her_man_problem.txt","harris",FALSE
"75",2235,"st_kamala_tries_to_laugh_off_hot_mic_moment_at_a_bar_with_gretchen_whitmer.txt","",75,"2024-10-27","https://www.dailywire.com/news/st-kamala-tries-to-laugh-off-hot-mic-moment-at-a-bar-with-gretchen-whitmer","./kamala_extracted_text/st_kamala_tries_to_laugh_off_hot_mic_moment_at_a_bar_with_gretchen_whitmer.txt","harris",FALSE
"76",2263,"team_kamala_angry_at_biden_for_not_thinking_of_campaign_before_praising_desantis.txt","",76,"2024-10-14","https://www.dailywire.com/news/team-kamala-angry-at-biden-for-not-thinking-of-campaign-before-praising-desantis","./kamala_extracted_text/team_kamala_angry_at_biden_for_not_thinking_of_campaign_before_praising_desantis.txt","harris",FALSE
"77",2286,"terrified_as_her_numbers_among_black_men_dive_kamala_rolls_out_plan_for_them.txt","",77,"2024-10-14","https://www.dailywire.com/news/terrified-as-her-numbers-among-black-men-dive-kamala-rolls-out-plan-for-them","./kamala_extracted_text/terrified_as_her_numbers_among_black_men_dive_kamala_rolls_out_plan_for_them.txt","harris",FALSE
"78",2309,"the_2009_book_was_not_the_only_thing_kamala_plagiarized.txt","",78,"2024-10-22","https://www.dailywire.com/news/2009-book-was-not-the-only-thing-kamala-plagiarized","./kamala_extracted_text/the_2009_book_was_not_the_only_thing_kamala_plagiarized.txt","harris",FALSE
"79",2342,"the_85_of_voters_want_cbs_news_to_release_transcript_of_kamalas_60_minutes_interview.txt","",79,"2024-10-15","https://www.dailywire.com/news/85-of-voters-want-cbs-news-to-release-transcript-of-kamalas-60-minutes-interview","./kamala_extracted_text/the_85_of_voters_want_cbs_news_to_release_transcript_of_kamalas_60_minutes_interview.txt","harris",FALSE
"80",2370,"the_dei_candidate_matt_walsh_blasts_kamala_calls_out_dems_race_obsession.txt","",80,"2024-10-29","https://www.dailywire.com/news/the-dei-candidate-matt-walsh-blasts-kamala-calls-out-dems-race-obsession","./kamala_extracted_text/the_dei_candidate_matt_walsh_blasts_kamala_calls_out_dems_race_obsession.txt","harris",FALSE
"81",2391,"the_faithful_should_fear_a_kamala_presidency.txt","",81,"2024-11-03","https://www.dailywire.com/news/the-faithful-should-fear-a-kamala-presidency","./kamala_extracted_text/the_faithful_should_fear_a_kamala_presidency.txt","harris",FALSE
"82",2432,"the_lefts_betrayal_of_the_first_amendment.txt","",82,"2024-10-23","https://www.dailywire.com/news/the-lefts-betrayal-of-the-first-amendment","./kamala_extracted_text/the_lefts_betrayal_of_the_first_amendment.txt","harris",FALSE
"83",2464,"the_most_absurd_dei_moments_under_biden_harris.txt","",83,"2024-11-01","https://www.dailywire.com/news/the-most-absurd-dei-moments-under-biden-harris","./kamala_extracted_text/the_most_absurd_dei_moments_under_biden_harris.txt","harris",FALSE
"84",2504,"the_talking_points_have_been_disseminated_media_swoops_in_to_defend_kamala_in_lock_step.txt","",84,"2024-10-17","https://www.dailywire.com/news/the-talking-points-have-been-disseminated-media-swoops-in-to-defend-kamala-in-lock-step","./kamala_extracted_text/the_talking_points_have_been_disseminated_media_swoops_in_to_defend_kamala_in_lock_step.txt","harris",FALSE
"85",2541,"the_view_hosts_try_to_spin_kamalas_fox_news_interview_that_was_not_fair_and_balanced.txt","",85,"2024-10-17","https://www.dailywire.com/news/the-view-hosts-try-to-spin-kamalas-fox-news-interview-that-was-not-fair-and-balanced","./kamala_extracted_text/the_view_hosts_try_to_spin_kamalas_fox_news_interview_that_was_not_fair_and_balanced.txt","harris",FALSE
